iShares S&P 500 Growth ETF
Inception Date,"22-may-2000"
Fund Holdings as of,"31-oct-2017"
Total Net Assets,"19,458,359,427.09"
,"131,350,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Bolsa de valores
"PAYX","PAYCHEX INC","Equity","0.16","63.79","501,121.00","31,966,508.59","31,966,508.59","Tecnología de la Información","2674458","US7043261079","NASDAQ"
"PSA","PUBLIC STORAGE REIT","Equity","0.16","207.25","152,495.00","31,604,588.75","31,604,588.75","Bienes Raíces","2852533","US74460D1090","New York Stock Exchange Inc."
"APD","AIR PRODUCTS AND CHEMICALS INC","Equity","0.16","159.43","195,537.00","31,174,463.91","31,174,463.91","Materiales","2011602","US0091581068","New York Stock Exchange Inc."
"INCY","INCYTE CORP","Equity","0.16","113.25","267,045.00","30,242,846.25","30,242,846.25","Cuidado de la Salud","2471950","US45337C1027","NASDAQ"
"NEM","NEWMONT MINING CORP","Equity","0.16","36.16","836,000.00","30,229,760.00","30,229,760.00","Materiales","2636607","US6516391066","New York Stock Exchange Inc."
"EMR","EMERSON ELECTRIC","Equity","0.15","64.46","463,171.00","29,856,002.66","29,856,002.66","Industriales","2313405","US2910111044","New York Stock Exchange Inc."
"ECL","ECOLAB INC","Equity","0.15","130.66","224,917.00","29,387,655.22","29,387,655.22","Materiales","2304227","US2788651006","New York Stock Exchange Inc."
"ORLY","OREILLY AUTOMOTIVE INC","Equity","0.15","210.95","138,448.00","29,205,605.60","29,205,605.60","Consumo discrecional","B65LWX6","US67103H1077","NASDAQ"
"ADSK","AUTODESK INC","Equity","0.15","124.96","227,563.00","28,436,272.48","28,436,272.48","Tecnología de la Información","2065159","US0527691069","NASDAQ"
"MTD","METTLER TOLEDO INC","Equity","0.14","682.63","40,277.00","27,494,288.51","27,494,288.51","Cuidado de la Salud","2126249","US5926881054","New York Stock Exchange Inc."
"ALGN","ALIGN TECHNOLOGY INC","Equity","0.14","238.98","113,493.00","27,122,557.14","27,122,557.14","Cuidado de la Salud","2679204","US0162551016","NASDAQ"
"KLAC","KLA TENCOR CORP","Equity","0.14","108.89","245,765.00","26,761,350.85","26,761,350.85","Tecnología de la Información","2480138","US4824801009","NASDAQ"
"HRS","HARRIS CORP","Equity","0.13","139.32","188,391.00","26,246,634.12","26,246,634.12","Tecnología de la Información","2412001","US4138751056","New York Stock Exchange Inc."
